date,season,holiday,weekday,weather,temperature,realfeel,humidity,windspeed,rentals
11/27/2012,4,0,2,2,42.2750282,36.6490904,0.786667,9.890147213,3959
11/28/2012,4,0,3,1,42.6980282,37.6237256,0.50625,8.776869725,5260
11/29/2012,4,0,4,1,41.361602,38.6525336,0.555652,4.809395384,5323
11/30/2012,4,0,5,1,42.8389718,41.6753996,0.649583,2.434247984,5668
12/1/2012,4,0,6,2,42.8389718,40.8481952,0.806667,2.485596717,5191
12/2/2012,4,0,0,2,46.9985,45.8739104,0.823333,5.178128742,4649
12/3/2012,4,0,1,1,55.8815,57.3485648,0.7675,3.443820517,6234
12/4/2012,4,0,2,1,57.8554718,58.9236152,0.73375,7.249313628,6606
12/5/2012,4,0,3,1,54.6829718,54.0478256,0.485,13.48959594,5729
12/6/2012,4,0,4,1,39.2434718,33.8746352,0.50875,7.275333538,5375
12/7/2012,4,0,5,2,44.7424718,41.4486104,0.764167,5.437120524,5008
12/8/2012,4,0,6,2,49.8890282,49.4735504,0.91125,4.220596031,5582
12/9/2012,4,0,0,2,50.1005282,49.5493448,0.905417,6.57679261,3228
12/10/2012,4,0,1,2,54.4714718,54.94631,0.925,7.922875442,5170
12/11/2012,4,0,2,2,47.4919718,43.3975244,0.596667,12.32457005,5501
12/12/2012,4,0,3,2,42.7685,38.5237544,0.538333,6.783369884,5319
12/13/2012,4,0,4,1,42.6274718,38.1495344,0.485833,7.249313628,5532
12/14/2012,4,0,5,1,41.4290282,38.1500096,0.642917,5.463306962,5611
12/15/2012,4,0,6,1,45.0245282,43.3999004,0.650417,4.427547992,5047
12/16/2012,4,0,0,2,48.2675,47.1486344,0.83875,4.194076538,3786
12/17/2012,4,0,1,2,50.8759718,50.8982,0.907083,4.090675495,4585
12/18/2012,4,0,2,1,52.3564718,51.8733104,0.66625,9.217459667,5557
12/19/2012,4,0,3,1,45.7295,43.8488456,0.625417,7.664091819,5267
12/20/2012,4,0,4,2,45.518,43.0237796,0.667917,5.514680674,4128
12/21/2012,1,0,5,2,45.2360282,39.0499196,0.556667,15.58625952,3623
12/22/2012,1,0,6,1,40.0894718,31.2502244,0.44125,16.95857042,1749
12/23/2012,1,0,0,1,38.3974718,34.0251548,0.515417,5.540492425,1787
12/24/2012,1,0,1,2,37.1683184,33.95732,0.791304,3.215244969,920
12/25/2012,1,1,2,2,42.2443184,38.182442,0.734783,7.024376704,1013
12/26/2012,1,0,3,3,38.1859718,29.3755604,0.823333,13.17839781,441
12/27/2012,1,0,4,2,39.1025282,30.1250696,0.652917,14.57668699,2114
12/28/2012,1,0,5,2,39.0319718,33.4994648,0.59,6.47254644,3095
12/29/2012,1,0,6,2,39.0319718,31.99712,0.752917,5.178295269,1341
12/30/2012,1,0,0,1,39.2434718,30.72596,0.483333,14.60254037,1796
12/31/2012,1,0,1,2,35.8594718,29.7502556,0.5775,6.446526529,2729
